ORGAO,FUNCAO,SUBFUNCAO,ACAO
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1113 - MELHORIA DAS INSTALACOES FISICAS DO IPLANFOR
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1125 - REALIZACAO DE CONCURSO PUBLICO E SELECAO DE PESSOAL
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1155 - REALIZACAO DE ESTUDOS E PESQUISAS SOBRE A CIDADE
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1184 - ELABORACAO, EDICAO E PUBLICACAO DE ACERVO TECNICO"
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1527 - IMPLANTACAO E GESTAO DA GOVERNANCA
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1719 - ELABORACAO DOS PLANOS ESTRATEGICOS E PROJETOS REGIONAIS E SETORIAIS DO MUNICIPIO
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1917 - APOIO E REALIZACAO DE EVENTOS
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
INSTITUTO DE PLANEJAMENTO DE FORTALEZA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2050 - DESENVOLVIMENTO DOS PLANOS INTEGRADOS DE REGULARIZACAO FUNDIARIAS DAS ZEIS
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE FORTALEZA,10 - SAUDE,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE FORTALEZA,10 - SAUDE,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE FORTALEZA,10 - SAUDE,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE FORTALEZA,10 - SAUDE,122 - ADMINISTRACAO GERAL,2941 - MANUTENCAO DO PROGRAMA DE ASSISTENCIA A SAUDE
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE FORTALEZA,10 - SAUDE,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE FORTALEZA,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0024 - CUMPRIMENTO DE SENTENCA JUDICIAL
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,122 - ADMINISTRACAO GERAL,2900 - PAGAMENTO DE PESSOAL INATIVO E PENSIONISTA DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,131 - COMUNICACAO SOCIAL,2656 - DIVULGACAO EM MIDIA IMPRESSA
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,09 - PREVIDENCIA SOCIAL,272 - PREVIDÊNCIA DO REGIME ESTATUTÁRIO,2900 - PAGAMENTO DE PESSOAL INATIVO E PENSIONISTA DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0024 - CUMPRIMENTO DE SENTENCA JUDICIAL
INSTITUTO DR. JOSE FROTA,10 - SAUDE,122 - ADMINISTRACAO GERAL,1068 - DESENVOLVIMENTO DE PROJETOS EM PARCERIA PUBLICO - PRIVADA
INSTITUTO DR. JOSE FROTA,10 - SAUDE,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
INSTITUTO DR. JOSE FROTA,10 - SAUDE,122 - ADMINISTRACAO GERAL,2133 - ENFRENTAMENTO DA EMERGENCIA COVID19
INSTITUTO DR. JOSE FROTA,10 - SAUDE,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
INSTITUTO DR. JOSE FROTA,10 - SAUDE,128 - FORMACAO DE RECURSOS HUMANOS,2252 - VALORIZACAO DA GESTAO DO TRABALHO
INSTITUTO DR. JOSE FROTA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,"1648 - AMPLIACAO, REFORMA E AQUISICAO DE EQUIPAMENTOS"
INSTITUTO DR. JOSE FROTA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO DR. JOSE FROTA,10 - SAUDE,302 - ASSISTENCIA HOSPITALAR E AMBULATORIAL,2470 - ASSISTENCIA HOSPITALAR DE URGENCIA E EMERGENCIA
INSTITUTO DR. JOSE FROTA,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0017 - CONTRIBUICAO PARA FORMACAO DO PASEP
INSTITUTO DR. JOSE FROTA,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0024 - CUMPRIMENTO DE SENTENCA JUDICIAL
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1125 - REALIZACAO DE CONCURSO PUBLICO E SELECAO DE PESSOAL
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1435 - REFORMA E AMPLIACAO DO IMPARH
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,04 - ADMINISTRACAO,333 - EMPREGABILIDADE,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,12 - EDUCACAO,362 - ENSINO MEDIO,1820 - REALIZACAO DE SELECAO DE NOVOS ESTUDANTES PARA O CENTRO DE LINGUAS
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,12 - EDUCACAO,362 - ENSINO MEDIO,2895 - ORGANIZACAO E ACOMPANHAMENTO DO PLANTAO GRAMATICAL
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,12 - EDUCACAO,363 - ENSINO PROFISSIONAL,1482 - REALIZACAO DE CURSOS E EXTENSOES EM LINGUAS
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,12 - EDUCACAO,366 - EDUCACAO DE JOVENS E ADULTOS,1442 - ENSINANDO LINGUA ESTRANGEIRA A COMUNIDADE
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,14 - DIREITOS DA CIDADANIA,241 - ASSISTENCIA AO IDOSO,1313 - FORTALECIMENTO DO PROJETO GENTE DE VALOR - INCLUSAO SOCIAL DO SERVIDOR PUBLICO IDOSO
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,24 - COMUNICACOES,695 - TURISMO,"1205 - FORTALECIMENTO DO PROJETO ""FALANDO COM O TURISTA"""
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0017 - CONTRIBUICAO PARA FORMACAO DO PASEP
INSTITUTO MUNICIPAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0024 - CUMPRIMENTO DE SENTENCA JUDICIAL
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,092 - REPRESENTACAO JUDICIAL E EXTRAJUDICIAL,1006 - MODERNIZACAO DA GESTAO ADMINISTRATIVA E FISCAL DA DIVIDA ATIVA
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,092 - REPRESENTACAO JUDICIAL E EXTRAJUDICIAL,1024 - REESTRUTURACAO DA CENTRAL DE ATENDIMENTO AO CONTRIBUINTE
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,122 - ADMINISTRACAO GERAL,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
PROCURADORIA GERAL DO MUNICIPIO,02 - JUDICIARIA,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,843 - SERVICO DA DIVIDA INTERNA,2890 - SERVICO DA DIVIDA INTERNA
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,844 - SERVICO DA DIVIDA EXTERNA,2893 - SERVICO DA DIVIDA EXTERNA
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0017 - CONTRIBUICAO PARA FORMACAO DO PASEP
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0024 - CUMPRIMENTO DE SENTENCA JUDICIAL
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,1030 - INCENTIVO A ARRECADACAO E PROMOCAO DA EDUCACAO FISCAL
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,2022 - OUTRAS OBRIGACOES DEVIDAS PELO MUNICIPIO
RECURSOS SOB A SUPERVISAO DA SECRETARIA DE FINANCAS,28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,2892 - PARTICIPACAO DO MUNICIPIO NO CAPITAL DE EMPRESAS ESTATAIS
"RECURSOS SOB A SUPERVISAO DA SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"0003 - REFORCO AS DOTACOES DE PESSOAL DE ORGAOS E ENTIDADES, DECORRENTES DE CONCURSOS PUBLICOS, PCCS, ACORDOS COLETIVOS E DISSIDIOS"
"RECURSOS SOB A SUPERVISAO DA SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,0023 - ENCARGOS COM A LIQUIDACAO DE EMPRESAS PUBLICAS
"RECURSOS SOB A SUPERVISAO DA SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORCAMENTO E GESTAO",28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0021 - ENCARGOS COM PESSOAL EM DISPONIBILIDADE
"RECURSOS SOB A SUPERVISAO DA SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORCAMENTO E GESTAO",28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0022 - ENCARGOS COM PENSAO ADMINISTRATIVA
RESERVA DE CONTINGENCIA,99 - RESERVA DE CONTINGENCIA,999 - RESERVA DE CONTINGENCIA,9999 - RESERVA DE CONTINGENCIA
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1068 - DESENVOLVIMENTO DE PROJETOS EM PARCERIA PUBLICO - PRIVADA
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1145 - CONTRATACAO DE ASSESSORIA, CONSULTORIA E SERVICOS ESPECIALIZADOS"
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,10 - SAUDE,304 - VIGILANCIA SANITARIA,2086 - PROMOVER A DEFESA SANITARIA ANIMAL
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1060 - AMPLIACAO DE ACOES INTEGRADAS DE RESIDUOS SOLIDOS
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2385 - RECAPEAMENTO DE VIAS E LOGRADOUROS PUBLICOS - OPERACAO TAPA BURACO
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,452 - SERVICOS URBANOS,1046 - REALIZACAO DE OBRAS NO PARQUE DE ILUMINACAO PUBLICA
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,452 - SERVICOS URBANOS,1058 - IMPLANTACAO DE ACOES DE TRANSITO E TRANSPORTE PUBLICO
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,452 - SERVICOS URBANOS,2101 - MANUTENCAO DA REDE DE ECOPONTOS DE FORTALEZA
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,452 - SERVICOS URBANOS,2185 - TRATAMENTO E DESTINACAO FINAL DOS RESIDUOS SOLIDOS
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,452 - SERVICOS URBANOS,2386 - MANUTENCAO DA LIMPEZA DE VIAS E ESPACOS URBANOS
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,453 - TRANSPORTES COLETIVOS URBANOS,1047 - APOIO AS OPERACOES DE VISTORIA E CONTROLE DO TRANSPORTE COLETIVO
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,544 - RECURSOS HIDRICOS,2088 - LIMPEZA DOS RECURSOS HIDRICOS
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,15 - URBANISMO,751 - CONSERVACAO DE ENERGIA,2037 - CONSERVACAO DO PARQUE DE ILUMINACAO PUBLICA
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,24 - COMUNICACOES,131 - COMUNICACAO SOCIAL,2006 - MANUTENCAO DA CENTRAL DE ATENDIMENTO
SECRETARIA MUNICIPAL DA CONSERVACAO E SERVICOS PUBLICOS,25 - ENERGIA,752 - ENERGIA ELETRICA,2863 - GESTAO DE ENERGIA ELETRICA E RENOVAVEL
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,122 - ADMINISTRACAO GERAL,1122 - REFORMA E RECUPERACAO DE IMOVEIS PUBLICOS
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,122 - ADMINISTRACAO GERAL,"2108 - COMUNICACAO ,DIVULGACAO INSTITUCIONAL E PUBLICIDADE DE UTILIDADE PUBLICA"
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,"2095 - MANUTENCAO, PROGRAMACAO E FORMACAO DO COMPLEXO VILA DAS ARTES"
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,"2096 - FORMACAO BASICA EM ARTE, CULTURA E PATRIMONIO PARA CRIANCAS E ADOLESCENTES"
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,"391 - PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO",1143 - ATUALIZACAO DO INVENTARIO DO PATRIMONIO HISTORICO E CULTURAL
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,"391 - PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO",1280 - ELABORACAO DE ESTUDOS TECNICOS PARA TOMBAMENTO
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,"391 - PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO","1525 - RESTAURACAO, REQUALIFICACAO E CONSERVACAO DO PATRIMONIO CULTURAL, HISTORICO E ARTISTICO"
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,"391 - PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO",2265 - APOIO A MANIFESTACOES REGISTRADAS COMO PATRIMONIO IMATERIAL
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,"1013 - MANUTENCAO,PROGRAMACAO E FORMACAO NO TEATRO SAO JOSE."
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,1168 - FORTALECIMENTO E AMPLIACAO DE EQUIPAMENTOS DE COMPARTILHAMENTO DE LIVROS (TERMINAL LITERARIO E AFINS)
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,1169 - REALIZACAO DE ACOES NA REDE DE BIBLIOTECAS MUNICIPAIS
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,1186 - DESCENTRALIZACAO DAS ACOES DE CULTURA NAS PRACAS DE FORTALEZA E SEUS ?TERRITORIOS CRIATIVOS?
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,1188 - APOIO AS PRODUCOES ARTISTICAS POR MEIO DE EDITAL
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,1524 - REALIZACAO DE EVENTOS PARA O FORTALECIMENTO DA POLITICA DE CULTURA
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,2097 - PROMOCAO DE FORMACAO E EDUCACAO PARA PATRIMONIO HISTORICO E CULTURAL
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,2117 - MANUTENCAO DOS CONSELHOS LIGADOS A CULTURA
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,2270 - REALIZACAO DAS ACOES PERMANENTES DE CULTURA
SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA,13 - CULTURA,392 - DIFUSAO CULTURAL,2389 - MANUTENCAO DE EQUIPAMENTOS CULTURAIS.
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,04 - ADMINISTRACAO,121 - PLANEJAMENTO E ORCAMENTO,2371 - GESTAO E MANUTENCAO DA COORDENADORIA DA PARTICIPACAO SOCIAL
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2059 - ACAO DE INTEGRACAO DE MONITORAMENTO E POLITICAS PUBLICAS
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1149 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE VIAS E ESPACOS PUBLICOS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1217 - AMPLIACAO E RECUPERACAO DO SISTEMA DE DRENAGEM
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1926 - CONSTRUCAO, AMPLIACAO, REFORMA E URBANIZACAO DE PRACAS PUBLICAS E OUTROS EQUIPAMENTOS URBANOS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1934 - DESOBSTRUCAO, LIMPEZA E MANUTENCAO DE GALERIAS PLUVIAIS"
